PN_NR;BEZEICHNUNG;MANUELLE_BUCHUNGEN;Aenderung_Release
1775;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1776;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1777;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1778;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1779;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1780;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1781;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1782;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1783;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1784;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1785;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1786;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1787;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1788;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1789;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1790;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1791;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1792;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1793;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1794;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1795;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1796;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1797;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1798;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1799;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1800;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1801;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1802;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1803;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1804;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1805;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1806;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1807;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1808;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1809;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1810;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1811;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1812;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1813;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1814;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1815;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1816;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1817;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1818;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1819;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1820;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1821;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1822;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1823;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1824;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1825;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1826;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1827;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1828;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1829;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1830;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1831;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1832;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1833;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1834;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1835;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1836;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1837;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1838;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1839;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1840;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1841;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1842;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1843;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1844;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1845;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1846;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1847;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1848;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1849;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1850;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1851;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1852;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1853;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1854;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1855;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1856;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1857;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1858;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1859;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1860;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1861;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1862;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1863;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1864;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1865;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1866;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1867;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1868;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1869;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1870;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1871;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1872;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1873;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1874;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1875;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1876;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1877;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1878;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1879;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1880;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1881;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1882;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1883;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1884;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1885;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1886;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1887;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1888;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1889;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1890;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1891;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1892;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1893;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1894;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1895;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1896;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1897;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1898;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1899;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1900;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1901;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1902;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1903;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1904;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1905;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1906;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1907;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1908;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1909;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1910;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1911;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1912;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1913;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1914;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1915;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1916;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1917;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1918;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1919;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1920;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1921;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1922;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1923;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1924;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1925;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
1926;für Batch-Erfassung und für Schriften- und Belegleser (außer PN 0600 - 0699);X;maschinell_zu_manuell
